报告日期,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31
应收保费(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收出口退税(万元),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收分保合同准备金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收分保账款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收利息(万元),0.0,879.0,1573.0,2858.0,6980.0,4691.0,3277.0,0.0,6768.0,4643.0,9563.0,9393.0,14557.0,13824.0,21395.0,20546.0,20738.0,19234.0,21528.0,22100.0,26267.0,14234.0,12300.0,10484.0,14321.0,10800.0,11850.0,13758.0,16750.0,14358.0,12044.0,10242.0,11634.0,10400.0,10753.0,8261.0,7570.0,6288.0,4468.0,7064,8893.0,8232,6515.0,8998.0,10857.0,14229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据(万元),11417.0,63356.0,12415.0,10278.0,15670.0,13081.0,7600.0,0.0,4039.0,15717.0,3513.0,6129.0,9496.0,12295.0,3403.0,2045.0,2173.0,2110.0,2394.0,2139.0,1863.0,1068.0,3456.0,1256.0,1526.0,920.0,963.0,898.0,446.0,349.0,0.0,8.0,242.0,56.0,302.0,244.0,146.0,10696.0,87.0,0,40.0,30,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,70.0,0.0,10.0,50.0
应收股利(万元),0.0,0.0,19.0,19.0,0.0,0.0,18.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,72.0,140.0,140.0,0.0,0.0,0.0,1103.0,40.0,104.0,104.0,104.0,0.0,0.0,0.0,480.0,548.0,548.0,480.0,480,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
应收补贴款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款(万元),118354.0,235038.0,257560.0,351408.0,263502.0,256230.0,143386.0,0.0,168107.0,154123.0,177168.0,170523.0,137811.0,128097.0,187761.0,228411.0,165040.0,170997.0,155950.0,203395.0,170252.0,50164.0,82013.0,77201.0,83886.0,66627.0,73874.0,99717.0,73382.0,77676.0,91162.0,81789.0,81487.0,73673.0,95031.0,40844.0,14943.0,23793.0,34687.0,20410,37260.0,33487,46938.0,25283.0,24900.0,39267.0,46406.0,17214.0,29002.0,31432.0,36850.0,19688.0,22706.0,17949.0
开发支出(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.0,0.0,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
归属于母公司股东权益合计(万元),1282290.0,1014826.0,965795.0,1012581.0,951906.0,972744.0,1103195.0,1131217.0,1163840.0,1041454.0,1013992.0,1037240.0,1036671.0,1034780.0,1028091.0,1031364.0,1031917.0,1031805.0,928759.0,971125.0,1003474.0,562928.0,483266.0,516669.0,533400.0,390360.0,409883.0,408871.0,418227.0,414511.0,412279.0,418433.0,418805.0,410761.0,398962.0,387766.0,385830.0,366302.0,356567.0,329914,331770.0,316884,300931.0,288565.0,293059.0,274736.0,264853.0,256902.0,263430.0,245151.0,212874.0,180004.0,144032.0,126171.0
待处理流动资产损益(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
所有者权益(或股东权益)合计(万元),1618740.0,1554772.0,1459798.0,1514342.0,1417908.0,1435641.0,1612876.0,1646858.0,1686625.0,1194614.0,1168346.0,1183262.0,1042933.0,1041080.0,1033545.0,1036907.0,1036978.0,1036866.0,933711.0,975690.0,1008074.0,567213.0,487415.0,520796.0,537507.0,391612.0,410967.0,409965.0,419630.0,424658.0,422074.0,427877.0,428234.0,420077.0,408283.0,396947.0,394642.0,375393.0,365571.0,338805,340609.0,325698,311044.0,298512.0,302806.0,284287.0,273974.0,264794.0,270987.0,252736.0,220821.0,187963.0,150464.0,132312.0
投资性房地产(万元),0.0,2099.0,2115.0,2131.0,2147.0,2162.0,2178.0,2194.0,2209.0,2225.0,2241.0,2257.0,2272.0,2288.0,2304.0,2319.0,2351.0,2351.0,2367.0,2382.0,2398.0,2414.0,2429.0,2445.0,2938.0,2957.0,2976.0,2994.0,3013.0,3032.0,3051.0,3069.0,3088.0,3107.0,7164.0,7183.0,7202.0,7224.0,7240.0,7356,7396.0,7436,9119.0,9169.0,9363.0,9414.0,9890.0,9947.0,10004.0,10061.0,10322.0,10379.0,10643.0,10623.0
拆入资金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
拆出资金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
拟分配现金股利(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9981.0,22859.0,27769.0,29536.0
无形资产(万元),75052.0,207257.0,204126.0,205398.0,206935.0,208483.0,184774.0,185965.0,187215.0,188467.0,189829.0,198172.0,199636.0,200039.0,201536.0,202892.0,204301.0,205665.0,208757.0,210281.0,204162.0,124757.0,119773.0,128350.0,129318.0,36725.0,36330.0,36564.0,37646.0,35637.0,35913.0,36153.0,36455.0,36761.0,29604.0,29893.0,30525.0,30244.0,8364.0,8537,8710.0,8883,8618.0,8737.0,8858.0,8983.0,8984.0,9095.0,9247.0,9292.0,8487.0,8637.0,7168.0,7179.0
未分配利润(万元),161397.0,-160539.0,-223030.0,-176295.0,-236238.0,-215370.0,62363.0,90544.0,125292.0,122868.0,96303.0,119501.0,119207.0,117366.0,111756.0,114802.0,115439.0,115336.0,10795.0,53004.0,85458.0,82242.0,6678.0,41022.0,57772.0,231768.0,238244.0,237202.0,244797.0,239385.0,243263.0,247723.0,246865.0,238924.0,232885.0,218339.0,214437.0,196947.0,193917.0,167600,163240.0,147318,141459.0,125125.0,136138.0,123210.0,116718.0,102236.0,99431.0,73657.0,55432.0,33856.0,2709.0,-12658.0
未确定的投资损失(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计(万元),1657112.0,2941051.0,2372184.0,2645773.0,2553169.0,2756051.0,2400932.0,2300206.0,1800669.0,2313742.0,2456824.0,2318484.0,2326743.0,2527054.0,3073175.0,3239740.0,3313368.0,2995942.0,2942204.0,2679138.0,2670518.0,1427240.0,1159886.0,1173316.0,1170816.0,616982.0,512530.0,492686.0,431447.0,490518.0,410637.0,473318.0,510748.0,630820.0,658085.0,729488.0,766250.0,752388.0,703255.0,677463,679498.0,633544,721335.0,678579.0,647315.0,703745.0,951709.0,900454.0,887017.0,781359.0,703592.0,580191.0,562546.0,516549.0
流动资产合计(万元),2103152.0,3323545.0,2721278.0,2901535.0,2720170.0,2903518.0,2778542.0,2926746.0,2823661.0,2957560.0,3017707.0,2847849.0,2818423.0,3057749.0,3641800.0,3623139.0,3652690.0,3439877.0,3034632.0,2975926.0,3020906.0,1485523.0,1206424.0,1324211.0,1509019.0,1036894.0,857961.0,832160.0,786674.0,834482.0,835429.0,823707.0,854360.0,956661.0,1007148.0,1033000.0,1037195.0,1004606.0,945645.0,860320,839637.0,770265,849885.0,801303.0,813965.0,861930.0,1181247.0,1113376.0,1039356.0,917758.0,851371.0,692743.0,683292.0,596417.0
生产性生物资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积(万元),96245.0,96245.0,96244.0,96244.0,96244.0,96244.0,96244.0,96244.0,96244.0,96244.0,95239.0,95228.0,95228.0,95228.0,94377.0,94377.0,94377.0,94377.0,94377.0,94377.0,94377.0,45507.0,44465.0,44465.0,44465.0,44465.0,43205.0,43205.0,43205.0,43205.0,42633.0,42633.0,42633.0,42633.0,37723.0,37723.0,37723.0,37723.0,30430.0,30430,30430.0,30430,25302.0,25302.0,25302.0,25302.0,17549.0,17549.0,17549.0,17549.0,10015.0,10015.0,10015.0,10015.0
短期借款(万元),212026.0,614708.0,475199.0,752438.0,479616.0,430439.0,263356.0,283781.0,145645.0,267541.0,262189.0,145056.0,27069.0,44564.0,965507.0,940584.0,1024384.0,674667.0,957415.0,678346.0,734905.0,404252.0,459773.0,443483.0,383321.0,4607.0,0.0,4624.0,9650.0,9217.0,29897.0,29864.0,54374.0,117029.0,173006.0,177452.0,190839.0,183732.0,160786.0,196219,181795.0,146536,107061.0,79752.0,28205.0,47803.0,270921.0,259837.0,181346.0,49430.0,27697.0,4323.0,9537.0,6379.0
累计折旧(万元),0.0,679746.0,0.0,646216.0,0.0,628179.0,0.0,559122.0,0.0,534559.0,0.0,526213.0,0.0,493091.0,0.0,464086.0,0.0,434600.0,0.0,428547.0,0.0,260299.0,0.0,254197.0,0.0,120465.0,0.0,115796.0,0.0,110677.0,0.0,101827.0,0.0,96796.0,0.0,95514.0,0.0,90897.0,0.0,82703,0.0,82058,0.0,80701.0,0.0,77587.0,0.0,74697.0,0.0,71523.0,0.0,74032.0,0.0,71083.0
结算备付金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股权分置流通权(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融负债(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
负债合计(万元),2131332.0,3675635.0,3109975.0,3241312.0,3171698.0,3311893.0,2781897.0,2848087.0,2569933.0,3221152.0,3285431.0,3143421.0,3347416.0,3585779.0,4057942.0,4039426.0,4065611.0,3862730.0,3692353.0,3536815.0,3546321.0,1799796.0,1590206.0,1673771.0,1841401.0,868427.0,692063.0,666703.0,616176.0,661551.0,647531.0,632048.0,660250.0,768474.0,822420.0,857057.0,858404.0,840353.0,785586.0,725514,710103.0,654824,743570.0,702915.0,688271.0,741537.0,1074287.0,1019778.0,946849.0,850708.0,809960.0,681678.0,702789.0,635234.0
负债和所有者权益(或股东权益)总计(万元),3750073.0,5230407.0,4569773.0,4755654.0,4589606.0,4747534.0,4394773.0,4494946.0,4256558.0,4415766.0,4453777.0,4326682.0,4390349.0,4626859.0,5091487.0,5076333.0,5102589.0,4899595.0,4626064.0,4512504.0,4554394.0,2367009.0,2077621.0,2194567.0,2378909.0,1260038.0,1103029.0,1076668.0,1035805.0,1086209.0,1069606.0,1059925.0,1088484.0,1188551.0,1230702.0,1254004.0,1253046.0,1215745.0,1151157.0,1064319,1050711.0,980522,1054613.0,1001427.0,991077.0,1025823.0,1348261.0,1284572.0,1217837.0,1103443.0,1030781.0,869641.0,853254.0,767545.0
货币资金(万元),874040.0,1431737.0,475134.0,703370.0,774642.0,1033789.0,946359.0,957286.0,883332.0,1200528.0,918066.0,842601.0,973496.0,1234797.0,1611122.0,1718528.0,1959932.0,1766437.0,1455133.0,1482826.0,1583355.0,816893.0,576403.0,719296.0,927647.0,615560.0,577280.0,564332.0,552494.0,612474.0,591182.0,584311.0,562450.0,656275.0,699640.0,754861.0,672583.0,721652.0,662038.0,612729,580838.0,545225,582812.0,559271.0,575135.0,613259.0,844958.0,833437.0,765752.0,685441.0,613322.0,494614.0,470895.0,433801.0
资产总计(万元),3750073.0,5230407.0,4569773.0,4755654.0,4589606.0,4747534.0,4394773.0,4494946.0,4256558.0,4415766.0,4453777.0,4326682.0,4390349.0,4626859.0,5091487.0,5076333.0,5102589.0,4899595.0,4626064.0,4512504.0,4554394.0,2367009.0,2077621.0,2194567.0,2378909.0,1260038.0,1103029.0,1076668.0,1035805.0,1086209.0,1069606.0,1059925.0,1088484.0,1188551.0,1230702.0,1254004.0,1253046.0,1215745.0,1151157.0,1064319,1050711.0,980522,1054613.0,1001427.0,991077.0,1025823.0,1348261.0,1284572.0,1217837.0,1103443.0,1030781.0,869641.0,853254.0,767545.0
资本公积(万元),887144.0,941894.0,954958.0,954964.0,954961.0,954958.0,806103.0,806059.0,807159.0,686823.0,686787.0,686787.0,686787.0,686787.0,686759.0,686759.0,686778.0,686759.0,686759.0,686759.0,682139.0,331982.0,328927.0,327983.0,327992.0,49723.0,64057.0,64092.0,65881.0,67613.0,62075.0,63769.0,64999.0,64895.0,64045.0,82236.0,84202.0,82164.0,82753.0,82417,88632.0,89668,84703.0,88670.0,82151.0,76756.0,81117.0,87649.0,96982.0,104477.0,97959.0,86665.0,81840.0,79346.0
递延所得税负债(万元),939.0,951.0,745.0,695.0,895.0,895.0,259.0,872.0,224.0,141.0,50.0,50.0,50.0,50.0,220.0,75.0,231.0,231.0,221.0,979.0,346.0,195.0,467.0,534.0,521.0,1133.0,3075.0,2873.0,3261.0,3446.0,2149.0,2468.0,2857.0,2921.0,2795.0,3550.0,3771.0,3313.0,3439.0,3079,4727.0,5292,4712.0,5938.0,6338.0,5544.0,18174.0,21197.0,18563.0,20160.0,17662.0,12105.0,3037.0,2499.0
递延所得税资产(万元),36686.0,37790.0,40491.0,37482.0,43986.0,44008.0,51255.0,48845.0,39016.0,46043.0,50988.0,50060.0,50275.0,50272.0,47071.0,47472.0,47738.0,47736.0,94217.0,82219.0,76127.0,57739.0,38870.0,40193.0,40678.0,11368.0,9288.0,9362.0,8647.0,9045.0,6813.0,7861.0,6439.0,6945.0,5150.0,4415.0,1931.0,2207.0,1115.0,1105,1231.0,1253,1178.0,1219.0,646.0,681.0,931.0,992.0,1033.0,1066.0,857.0,1000.0,619.0,2725.0
递延收益(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期借款(万元),393587.0,604976.0,625146.0,472146.0,480772.0,433962.0,275076.0,445076.0,683656.0,814286.0,741886.0,737686.0,798056.0,833856.0,763092.0,596776.0,552836.0,669057.0,559552.0,671690.0,702539.0,325607.0,391108.0,444526.0,601651.0,188840.0,153986.0,145931.0,154946.0,141363.0,210807.0,131189.0,119614.0,108139.0,135039.0,99022.0,61788.0,62412.0,56450.0,26647,6308.0,0,0.0,3416.0,20508.0,20504.0,91271.0,87099.0,29714.0,38747.0,79008.0,80416.0,128546.0,108259.0
长期应付款(万元),0.0,245.0,0.0,0.0,0.0,0.0,34190.0,34818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款(万元),218179.0,270314.0,217384.0,217650.0,216250.0,197652.0,196683.0,155855.0,43730.0,46006.0,44983.0,46512.0,57462.0,47879.0,34929.0,34832.0,34911.0,35614.0,35515.0,35234.0,36087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用(万元),621.0,7559.0,7974.0,8334.0,7963.0,7929.0,1377.0,1412.0,1468.0,1495.0,1017.0,1184.0,1421.0,1705.0,1524.0,1666.0,1892.0,2071.0,1439.0,1579.0,1986.0,1402.0,1343.0,1068.0,1150.0,348.0,333.0,406.0,437.0,466.0,495.0,524.0,554.0,583.0,612.0,641.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,441.0,464.0,370.0,0.0
长期股权投资(万元),551570.0,75370.0,74506.0,74004.0,73840.0,74094.0,76335.0,76521.0,73923.0,73802.0,70853.0,7115.0,7047.0,6896.0,6890.0,4872.0,7790.0,7806.0,7722.0,7693.0,8071.0,4787.0,4663.0,4568.0,5081.0,4476.0,4462.0,4374.0,4418.0,4390.0,4355.0,4708.0,4699.0,4579.0,4534.0,4338.0,4208.0,4159.0,4074.0,4005,4269.0,4188,3948.0,3774.0,3697.0,3561.0,3765.0,3614.0,3554.0,3487.0,2042.0,2013.0,1946.0,2051.0
长期递延收益(万元),14068.0,15031.0,11442.0,7386.0,6498.0,5992.0,9455.0,8695.0,4178.0,3190.0,5200.0,4883.0,6268.0,6751.0,6903.0,5570.0,7077.0,26032.0,28564.0,21273.0,17584.0,11634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计(万元),474220.0,734584.0,737791.0,595539.0,618529.0,555843.0,380965.0,547881.0,769265.0,907410.0,828607.0,824937.0,1020673.0,1058725.0,984768.0,799686.0,752244.0,866787.0,750149.0,857676.0,875802.0,372556.0,430321.0,500455.0,670585.0,251445.0,179532.0,174017.0,184729.0,171033.0,236895.0,158730.0,149502.0,137653.0,164335.0,127569.0,92154.0,87964.0,82331.0,48051,30605.0,21280,22234.0,24336.0,40956.0,37791.0,122579.0,119324.0,59833.0,69349.0,106368.0,101487.0,140243.0,118685.0
非流动资产合计(万元),1646920.0,1906862.0,1848495.0,1854119.0,1869436.0,1844016.0,1616231.0,1568200.0,1432897.0,1458206.0,1436070.0,1478833.0,1571926.0,1569109.0,1449687.0,1453195.0,1449900.0,1459718.0,1591432.0,1536579.0,1533488.0,881486.0,871197.0,870356.0,869889.0,223144.0,245068.0,244508.0,249131.0,251727.0,234176.0,236218.0,234124.0,231890.0,223554.0,221004.0,215851.0,211139.0,205512.0,203999,211074.0,210257,204728.0,200124.0,177112.0,163893.0,167014.0,171196.0,178481.0,185685.0,179410.0,176899.0,169962.0,171129.0
预付款项(万元),186053.0,233926.0,349745.0,363296.0,342252.0,302086.0,319203.0,331876.0,303482.0,247518.0,220972.0,243481.0,246340.0,237235.0,293227.0,302770.0,309803.0,251526.0,330680.0,309861.0,351564.0,147646.0,153570.0,141883.0,142267.0,164478.0,90402.0,72303.0,64929.0,50386.0,26667.0,39933.0,45112.0,50394.0,47998.0,43344.0,52025.0,44962.0,34578.0,37782,39334.0,29914,46393.0,39996.0,52718.0,48687.0,83383.0,72267.0,77496.0,51498.0,50488.0,44582.0,57418.0,25147.0
预提费用(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预收账款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70575.0,65087.0,98427.0,73653.0,64462.0,59620.0,84688.0,64490.0,76683.0,62752.0,56338.0,101546.0,114514.0,68288.0,33324.0,26986.0,31999.0,50159.0,71650.0,66369.0,36798.0,43461.0,55395.0,53127.0,51900.0,34195.0,37357.0,31581.0,29682.0,26654.0,27202.0,20448,16693.0,12728,25004.0,19533.0,17470.0,21878.0,34966.0,33538.0,11235.0,25022.0,21822.0,10060.0,10410.0,2741.0
预计流动负债(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
